dataset_label,posterior_strategy,controller_label,shortlist_recall_at_2,shortlist_recall_at_3,shortlist_recall_at_5,shortlist_utility,grouped_topk_delta,downstream_exact_delta,prediction_set_avg_size
historical_newspapers_real_grouped,cluster_distance,rule,0.5694444444444444,0.625,0.6944444444444444,0.611111111111111,0.05555555555555547,,3.0821759259259256
historical_newspapers_real_grouped,calibrated_classifier,rule,0.8055555555555555,0.8055555555555555,0.8194444444444444,0.8083333333333332,0.0,,1.0583333333333333
historical_newspapers_real_grouped,cluster_distance,learned,0.75,0.75,0.75,0.75,0.11111111111111105,,1.1842592592592593
historical_newspapers_real_grouped,calibrated_classifier,learned,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.836111111111111,0.02777777777777779,,1.1148148148148147
historical_newspapers_real_grouped,cluster_distance,constrained,0.5833333333333333,0.625,0.6944444444444444,0.6180555555555556,0.05555555555555547,,3.0474537037037033
historical_newspapers_real_grouped,calibrated_classifier,constrained,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,,1.1324074074074075
historical_newspapers_real_grouped,cluster_distance,profile_selector,0.7222222222222222,0.7222222222222222,0.7361111111111112,0.725,0.09722222222222221,,1.462037037037037
historical_newspapers_real_grouped,calibrated_classifier,profile_selector,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,,1.0800925925925926
historical_newspapers_real_grouped,cluster_distance,rescue_first@k=2,0.5833333333333333,0.625,0.6944444444444444,0.6180555555555556,0.05555555555555547,,3.0474537037037033
historical_newspapers_real_grouped,calibrated_classifier,rescue_first@k=2,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,,1.1324074074074075
historical_newspapers_real_grouped,cluster_distance,rescue_first@k=3,0.5833333333333333,0.625,0.6944444444444444,0.6180555555555556,0.05555555555555547,,3.0474537037037033
historical_newspapers_real_grouped,calibrated_classifier,rescue_first@k=3,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,,1.1324074074074075
historical_newspapers_real_grouped,cluster_distance,rescue_first@k=5,0.5833333333333333,0.625,0.6944444444444444,0.6180555555555556,0.05555555555555547,,3.0474537037037033
historical_newspapers_real_grouped,calibrated_classifier,rescue_first@k=5,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,,1.1324074074074075
historical_newspapers_real_grouped,cluster_distance,shortlist_first@k=2,0.75,0.75,0.75,0.75,0.11111111111111105,,1.1842592592592593
historical_newspapers_real_grouped,calibrated_classifier,shortlist_first@k=2,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.836111111111111,0.02777777777777779,,1.1148148148148147
historical_newspapers_real_grouped,cluster_distance,shortlist_first@k=3,0.75,0.75,0.75,0.75,0.11111111111111105,,1.1842592592592593
historical_newspapers_real_grouped,calibrated_classifier,shortlist_first@k=3,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.836111111111111,0.02777777777777779,,1.1148148148148147
historical_newspapers_real_grouped,cluster_distance,shortlist_first@k=5,0.7361111111111112,0.7361111111111112,0.7361111111111112,0.7361111111111112,0.09722222222222221,,1.212037037037037
historical_newspapers_real_grouped,calibrated_classifier,shortlist_first@k=5,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.836111111111111,0.02777777777777779,,1.1148148148148147
historical_newspapers_real_grouped,cluster_distance,profile_selector@k=2,0.7222222222222222,0.7222222222222222,0.7361111111111112,0.725,0.09722222222222221,,1.462037037037037
historical_newspapers_real_grouped,calibrated_classifier,profile_selector@k=2,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,,1.0800925925925926
historical_newspapers_real_grouped,cluster_distance,profile_selector@k=3,0.7222222222222222,0.7222222222222222,0.7361111111111112,0.725,0.09722222222222221,,1.462037037037037
historical_newspapers_real_grouped,calibrated_classifier,profile_selector@k=3,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,,1.0800925925925926
historical_newspapers_real_grouped,cluster_distance,profile_selector@k=5,0.7222222222222222,0.7222222222222222,0.7361111111111112,0.725,0.09722222222222221,,1.462037037037037
historical_newspapers_real_grouped,calibrated_classifier,profile_selector@k=5,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,,1.0905092592592593
historical_newspapers_real_downstream,cluster_distance,rule,0.5694444444444444,0.625,0.6944444444444444,0.611111111111111,0.05555555555555547,-0.125,3.0821759259259256
historical_newspapers_real_downstream,calibrated_classifier,rule,0.8055555555555555,0.8055555555555555,0.8194444444444444,0.8083333333333332,0.0,-0.01388888888888895,1.0583333333333333
historical_newspapers_real_downstream,cluster_distance,learned,0.7083333333333333,0.7083333333333333,0.7222222222222222,0.711111111111111,0.08333333333333326,0.05555555555555547,1.4412037037037038
historical_newspapers_real_downstream,calibrated_classifier,learned,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.836111111111111,0.02777777777777779,-0.01388888888888895,1.1148148148148147
historical_newspapers_real_downstream,cluster_distance,constrained,0.5694444444444444,0.625,0.6944444444444444,0.611111111111111,0.05555555555555547,-0.125,2.9446759259259254
historical_newspapers_real_downstream,calibrated_classifier,constrained,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,-0.01388888888888884,1.1324074074074075
historical_newspapers_real_downstream,cluster_distance,profile_selector,0.6944444444444444,0.7083333333333333,0.7222222222222222,0.7041666666666666,0.08333333333333326,0.02777777777777779,1.6460648148148147
historical_newspapers_real_downstream,calibrated_classifier,profile_selector,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,0.0,1.0800925925925926
historical_newspapers_real_downstream,cluster_distance,rescue_first@k=2,0.5694444444444444,0.625,0.6944444444444444,0.611111111111111,0.05555555555555547,-0.125,2.9446759259259254
historical_newspapers_real_downstream,calibrated_classifier,rescue_first@k=2,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,-0.01388888888888884,1.1324074074074075
historical_newspapers_real_downstream,cluster_distance,rescue_first@k=3,0.5694444444444444,0.625,0.6944444444444444,0.611111111111111,0.05555555555555547,-0.125,2.9446759259259254
historical_newspapers_real_downstream,calibrated_classifier,rescue_first@k=3,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,-0.01388888888888884,1.1324074074074075
historical_newspapers_real_downstream,cluster_distance,rescue_first@k=5,0.5833333333333334,0.6388888888888888,0.6944444444444444,0.6222222222222222,0.05555555555555547,-0.125,2.7724537037037034
historical_newspapers_real_downstream,calibrated_classifier,rescue_first@k=5,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,-0.01388888888888884,1.1324074074074075
historical_newspapers_real_downstream,cluster_distance,shortlist_first@k=2,0.7083333333333333,0.7083333333333333,0.7222222222222222,0.711111111111111,0.08333333333333326,0.05555555555555547,1.4412037037037038
historical_newspapers_real_downstream,calibrated_classifier,shortlist_first@k=2,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.836111111111111,0.02777777777777779,-0.01388888888888895,1.1148148148148147
historical_newspapers_real_downstream,cluster_distance,shortlist_first@k=3,0.7083333333333333,0.7083333333333333,0.7222222222222222,0.711111111111111,0.08333333333333326,0.05555555555555547,1.4412037037037038
historical_newspapers_real_downstream,calibrated_classifier,shortlist_first@k=3,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.836111111111111,0.02777777777777779,-0.01388888888888895,1.1148148148148147
historical_newspapers_real_downstream,cluster_distance,shortlist_first@k=5,0.7222222222222222,0.7361111111111112,0.7361111111111112,0.7291666666666666,0.09722222222222221,0.04166666666666663,1.2675925925925926
historical_newspapers_real_downstream,calibrated_classifier,shortlist_first@k=5,0.8333333333333333,0.8333333333333333,0.8472222222222222,0.836111111111111,0.02777777777777779,-0.01388888888888895,1.1148148148148147
historical_newspapers_real_downstream,cluster_distance,profile_selector@k=2,0.6944444444444444,0.7083333333333333,0.7222222222222222,0.7041666666666666,0.08333333333333326,0.02777777777777779,1.6460648148148147
historical_newspapers_real_downstream,calibrated_classifier,profile_selector@k=2,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,0.0,1.0800925925925926
historical_newspapers_real_downstream,cluster_distance,profile_selector@k=3,0.6944444444444444,0.7083333333333333,0.7222222222222222,0.7041666666666666,0.08333333333333326,0.02777777777777779,1.6460648148148147
historical_newspapers_real_downstream,calibrated_classifier,profile_selector@k=3,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,0.0,1.0800925925925926
historical_newspapers_real_downstream,cluster_distance,profile_selector@k=5,0.7083333333333334,0.7222222222222222,0.7222222222222222,0.7152777777777778,0.08333333333333326,0.02777777777777779,1.4738425925925926
historical_newspapers_real_downstream,calibrated_classifier,profile_selector@k=5,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.8472222222222222,0.02777777777777779,-0.01388888888888884,1.0905092592592593
scadsai_real_grouped,cluster_distance,rule,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,,3.9340277777777777
scadsai_real_grouped,calibrated_classifier,rule,0.3472222222222222,0.41666666666666663,0.5277777777777778,0.4041666666666667,0.25,,2.9756944444444446
scadsai_real_grouped,cluster_distance,learned,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,,2.8854166666666665
scadsai_real_grouped,calibrated_classifier,learned,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.4,0.20833333333333331,,2.600694444444444
scadsai_real_grouped,cluster_distance,constrained,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,,3.9340277777777777
scadsai_real_grouped,calibrated_classifier,constrained,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.791666666666667
scadsai_real_grouped,cluster_distance,profile_selector,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,,3.0833333333333335
scadsai_real_grouped,calibrated_classifier,profile_selector,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.772222222222222
scadsai_real_grouped,cluster_distance,rescue_first@k=2,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,,3.9340277777777777
scadsai_real_grouped,calibrated_classifier,rescue_first@k=2,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.791666666666667
scadsai_real_grouped,cluster_distance,rescue_first@k=3,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,,3.9340277777777777
scadsai_real_grouped,calibrated_classifier,rescue_first@k=3,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.791666666666667
scadsai_real_grouped,cluster_distance,rescue_first@k=5,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,,3.9340277777777777
scadsai_real_grouped,calibrated_classifier,rescue_first@k=5,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.7847222222222223
scadsai_real_grouped,cluster_distance,shortlist_first@k=2,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,,2.8854166666666665
scadsai_real_grouped,calibrated_classifier,shortlist_first@k=2,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.4,0.20833333333333331,,2.600694444444444
scadsai_real_grouped,cluster_distance,shortlist_first@k=3,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,,2.8854166666666665
scadsai_real_grouped,calibrated_classifier,shortlist_first@k=3,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.4,0.20833333333333331,,2.600694444444444
scadsai_real_grouped,cluster_distance,shortlist_first@k=5,0.3055555555555556,0.3055555555555556,0.37499999999999994,0.3194444444444445,0.24999999999999994,,1.7708333333333335
scadsai_real_grouped,calibrated_classifier,shortlist_first@k=5,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.4,0.20833333333333331,,2.6041666666666665
scadsai_real_grouped,cluster_distance,profile_selector@k=2,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,,3.2187500000000004
scadsai_real_grouped,calibrated_classifier,profile_selector@k=2,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.7847222222222223
scadsai_real_grouped,cluster_distance,profile_selector@k=3,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,,3.0833333333333335
scadsai_real_grouped,calibrated_classifier,profile_selector@k=3,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,,2.772222222222222
scadsai_real_grouped,cluster_distance,profile_selector@k=5,0.3333333333333333,0.3333333333333333,0.38888888888888884,0.34444444444444444,0.26388888888888884,,2.4756944444444446
scadsai_real_grouped,calibrated_classifier,profile_selector@k=5,0.3472222222222222,0.4305555555555555,0.5138888888888888,0.40555555555555556,0.23611111111111105,,2.7444444444444445
scadsai_real_downstream,cluster_distance,rule,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,0.1111111111111111,3.9340277777777777
scadsai_real_downstream,calibrated_classifier,rule,0.3472222222222222,0.41666666666666663,0.5277777777777778,0.4041666666666667,0.25,-0.04166666666666671,2.9756944444444446
scadsai_real_downstream,cluster_distance,learned,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,0.1111111111111111,2.8854166666666665
scadsai_real_downstream,calibrated_classifier,learned,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.4,0.20833333333333331,-0.04166666666666671,2.600694444444444
scadsai_real_downstream,cluster_distance,constrained,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,0.1111111111111111,3.9340277777777777
scadsai_real_downstream,calibrated_classifier,constrained,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,-0.04166666666666671,2.791666666666667
scadsai_real_downstream,cluster_distance,profile_selector,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,0.1111111111111111,3.0833333333333335
scadsai_real_downstream,calibrated_classifier,profile_selector,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,-0.04166666666666671,2.772222222222222
scadsai_real_downstream,cluster_distance,rescue_first@k=2,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,0.1111111111111111,3.9340277777777777
scadsai_real_downstream,calibrated_classifier,rescue_first@k=2,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,-0.04166666666666671,2.791666666666667
scadsai_real_downstream,cluster_distance,rescue_first@k=3,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,0.1111111111111111,3.9340277777777777
scadsai_real_downstream,calibrated_classifier,rescue_first@k=3,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,-0.04166666666666671,2.791666666666667
scadsai_real_downstream,cluster_distance,rescue_first@k=5,0.2916666666666667,0.3333333333333333,0.4583333333333333,0.3375,0.3333333333333333,0.1111111111111111,3.9340277777777777
scadsai_real_downstream,calibrated_classifier,rescue_first@k=5,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,-0.04166666666666671,2.7847222222222223
scadsai_real_downstream,cluster_distance,shortlist_first@k=2,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,0.1111111111111111,2.8854166666666665
scadsai_real_downstream,calibrated_classifier,shortlist_first@k=2,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.4,0.20833333333333331,-0.04166666666666671,2.600694444444444
scadsai_real_downstream,cluster_distance,shortlist_first@k=3,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,0.1111111111111111,2.8854166666666665
scadsai_real_downstream,calibrated_classifier,shortlist_first@k=3,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.4,0.20833333333333331,-0.04166666666666671,2.600694444444444
scadsai_real_downstream,cluster_distance,shortlist_first@k=5,0.3194444444444444,0.3194444444444444,0.40277777777777773,0.33611111111111114,0.27777777777777773,0.06944444444444442,1.8229166666666667
scadsai_real_downstream,calibrated_classifier,shortlist_first@k=5,0.3472222222222222,0.4305555555555555,0.4861111111111111,0.4,0.20833333333333331,-0.04166666666666671,2.6041666666666665
scadsai_real_downstream,cluster_distance,profile_selector@k=2,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,0.1111111111111111,3.2187500000000004
scadsai_real_downstream,calibrated_classifier,profile_selector@k=2,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,-0.04166666666666671,2.7847222222222223
scadsai_real_downstream,cluster_distance,profile_selector@k=3,0.3472222222222222,0.3611111111111111,0.41666666666666663,0.36527777777777776,0.29166666666666663,0.1111111111111111,3.0833333333333335
scadsai_real_downstream,calibrated_classifier,profile_selector@k=3,0.3472222222222222,0.4305555555555555,0.5277777777777778,0.4083333333333333,0.25,-0.04166666666666671,2.772222222222222
scadsai_real_downstream,cluster_distance,profile_selector@k=5,0.3472222222222222,0.3472222222222222,0.40277777777777773,0.35833333333333334,0.27777777777777773,0.1111111111111111,2.4131944444444446
scadsai_real_downstream,calibrated_classifier,profile_selector@k=5,0.3472222222222222,0.4305555555555555,0.5138888888888888,0.40555555555555556,0.23611111111111105,-0.04166666666666671,2.7444444444444445
